product_id,quantity_sold,sales_region,sale_date
14,5,Asia,2021-04-02 23:42:42.162162162
95,3,Europe,2021-04-04 01:59:38.378378379
48,5,Europe,2021-04-05 04:16:34.594594595
15,5,Europe,2021-04-06 06:33:30.810810811
72,5,Asia,2021-04-07 08:50:27.027027027
78,3,North America,2021-04-08 11:07:23.243243243
87,4,Europe,2021-04-09 13:24:19.459459460
62,9,North America,2021-04-10 15:41:15.675675676
40,9,North America,2021-04-11 17:58:11.891891892
85,2,Asia,2021-04-12 20:15:08.108108108
80,8,North America,2021-04-13 22:32:04.324324325
82,8,North America,2021-04-15 00:49:00.540540541
53,7,Asia,2021-04-16 03:05:56.756756756
24,8,Europe,2021-04-17 05:22:52.972972974
26,3,North America,2021-04-18 07:39:49.189189190
89,6,Asia,2021-04-19 09:56:45.405405406
60,1,North America,2021-04-20 12:13:41.621621622
41,7,North America,2021-04-21 14:30:37.837837838
29,1,Europe,2021-04-22 16:47:34.054054054
15,9,North America,2021-04-23 19:04:30.270270270
45,1,Asia,2021-04-24 21:21:26.486486486
65,1,North America,2021-04-25 23:38:22.702702702
89,7,Europe,2021-04-27 01:55:18.918918920
71,2,Europe,2021-04-28 04:12:15.135135136
9,5,Asia,2021-04-29 06:29:11.351351352
88,8,Europe,2021-04-30 08:46:07.567567568
1,8,North America,2021-05-01 11:03:03.783783784
8,3,Europe,2021-05-02 13:20:00.000000000
88,7,Asia,2021-05-03 15:36:56.216216216
63,3,Europe,2021-05-04 17:53:52.432432432
11,6,Europe,2021-05-05 20:10:48.648648648
81,6,Europe,2021-05-06 22:27:44.864864866
8,3,Asia,2021-05-08 00:44:41.081081082
35,7,Europe,2021-05-09 03:01:37.297297298
35,3,Europe,2021-05-10 05:18:33.513513514
33,8,North America,2021-05-11 07:35:29.729729730
5,4,Asia,2021-05-12 09:52:25.945945946
41,1,Europe,2021-05-13 12:09:22.162162162
28,4,Asia,2021-05-14 14:26:18.378378378
7,7,Europe,2021-05-15 16:43:14.594594594
73,4,Europe,2021-05-16 19:00:10.810810812
72,6,Europe,2021-05-17 21:17:07.027027028
12,9,North America,2021-05-18 23:34:03.243243244
34,1,North America,2021-05-20 01:50:59.459459460
33,5,North America,2021-05-21 04:07:55.675675676
48,7,Asia,2021-05-22 06:24:51.891891892
23,1,Asia,2021-05-23 08:41:48.108108108
62,4,North America,2021-05-24 10:58:44.324324324
88,6,Asia,2021-05-25 13:15:40.540540540
37,2,Europe,2021-05-26 15:32:36.756756758
99,5,Europe,2021-05-27 17:49:32.972972974
44,1,Europe,2021-05-28 20:06:29.189189190
86,6,North America,2021-05-29 22:23:25.405405406
91,6,Asia,2021-05-31 00:40:21.621621622
35,4,North America,2021-06-01 02:57:17.837837838
65,8,Asia,2021-06-02 05:14:14.054054054
99,4,Europe,2021-06-03 07:31:10.270270270
47,8,North America,2021-06-04 09:48:06.486486486
78,8,Asia,2021-06-05 12:05:02.702702704
3,5,Asia,2021-06-06 14:21:58.918918920
1,4,Europe,2021-06-07 16:38:55.135135136
5,2,North America,2021-06-08 18:55:51.351351352
90,3,North America,2021-06-09 21:12:47.567567568
14,3,North America,2021-06-10 23:29:43.783783784
27,4,Europe,2021-06-12 01:46:40.000000000
9,4,North America,2021-06-13 04:03:36.216216216
79,5,Europe,2021-06-14 06:20:32.432432432
15,4,Europe,2021-06-15 08:37:28.648648650
90,8,Europe,2021-06-16 10:54:24.864864866
42,6,Asia,2021-06-17 13:11:21.081081082
77,6,North America,2021-06-18 15:28:17.297297298
51,8,North America,2021-06-19 17:45:13.513513514
63,7,Europe,2021-06-20 20:02:09.729729730
96,8,Europe,2021-06-21 22:19:05.945945946
52,2,North America,2021-06-23 00:36:02.162162162
96,9,Europe,2021-06-24 02:52:58.378378378
4,1,North America,2021-06-25 05:09:54.594594596
94,8,Asia,2021-06-26 07:26:50.810810812
23,4,Europe,2021-06-27 09:43:47.027027028
15,4,North America,2021-06-28 12:00:43.243243244
43,5,Europe,2021-06-29 14:17:39.459459460
29,8,North America,2021-06-30 16:34:35.675675676
36,5,North America,2021-07-01 18:51:31.891891892
13,8,Europe,2021-07-02 21:08:28.108108108
32,1,Asia,2021-07-03 23:25:24.324324324
71,9,North America,2021-07-05 01:42:20.540540540
59,6,North America,2021-07-06 03:59:16.756756758
86,3,North America,2021-07-07 06:16:12.972972974
28,8,Asia,2021-07-08 08:33:09.189189190
66,9,Asia,2021-07-09 10:50:05.405405406
42,6,Europe,2021-07-10 13:07:01.621621622
45,7,Asia,2021-07-11 15:23:57.837837838
62,1,Europe,2021-07-12 17:40:54.054054054
57,5,Europe,2021-07-13 19:57:50.270270270
6,5,Asia,2021-07-14 22:14:46.486486486
28,4,Europe,2021-07-16 00:31:42.702702704
28,6,Asia,2021-07-17 02:48:38.918918920
44,7,Europe,2021-07-18 05:05:35.135135136
84,9,Asia,2021-07-19 07:22:31.351351352
30,1,Asia,2021-07-20 09:39:27.567567568
62,6,Europe,2021-07-21 11:56:23.783783784
75,7,North America,2021-07-22 14:13:20.000000000
92,3,Europe,2021-07-23 16:30:16.216216216
89,8,Asia,2021-07-24 18:47:12.432432432
62,5,North America,2021-07-25 21:04:08.648648650
97,9,Europe,2021-07-26 23:21:04.864864866
1,5,Europe,2021-07-28 01:38:01.081081082
27,9,Europe,2021-07-29 03:54:57.297297296
62,4,North America,2021-07-30 06:11:53.513513512
77,9,Asia,2021-07-31 08:28:49.729729732
3,5,Europe,2021-08-01 10:45:45.945945948
70,9,Europe,2021-08-02 13:02:42.162162164
72,3,Europe,2021-08-03 15:19:38.378378380
27,4,Europe,2021-08-04 17:36:34.594594596
9,9,Europe,2021-08-05 19:53:30.810810812
62,6,Asia,2021-08-06 22:10:27.027027028
37,2,Asia,2021-08-08 00:27:23.243243244
97,7,Europe,2021-08-09 02:44:19.459459460
51,2,North America,2021-08-10 05:01:15.675675676
44,2,Asia,2021-08-11 07:18:11.891891892
24,1,North America,2021-08-12 09:35:08.108108108
79,3,Asia,2021-08-13 11:52:04.324324324
59,6,Europe,2021-08-14 14:09:00.540540540
32,8,Asia,2021-08-15 16:25:56.756756756
96,9,Europe,2021-08-16 18:42:52.972972972
88,7,Asia,2021-08-17 20:59:49.189189188
52,4,Europe,2021-08-18 23:16:45.405405404
62,6,Europe,2021-08-20 01:33:41.621621624
58,5,Europe,2021-08-21 03:50:37.837837840
52,8,Europe,2021-08-22 06:07:34.054054056
12,1,North America,2021-08-23 08:24:30.270270272
39,1,Europe,2021-08-24 10:41:26.486486488
2,6,North America,2021-08-25 12:58:22.702702704
3,2,North America,2021-08-26 15:15:18.918918920
56,5,Europe,2021-08-27 17:32:15.135135136
81,1,North America,2021-08-28 19:49:11.351351352
59,7,Asia,2021-08-29 22:06:07.567567568
2,1,Europe,2021-08-31 00:23:03.783783784
2,4,North America,2021-09-01 02:40:00.000000000
92,9,Europe,2021-09-02 04:56:56.216216216
54,1,Europe,2021-09-03 07:13:52.432432432
87,4,Europe,2021-09-04 09:30:48.648648648
96,6,North America,2021-09-05 11:47:44.864864864
97,6,Asia,2021-09-06 14:04:41.081081080
1,8,Asia,2021-09-07 16:21:37.297297296
19,1,North America,2021-09-08 18:38:33.513513516
2,7,Europe,2021-09-09 20:55:29.729729732
53,1,North America,2021-09-10 23:12:25.945945948
44,7,North America,2021-09-12 01:29:22.162162164
90,3,North America,2021-09-13 03:46:18.378378380
32,8,Europe,2021-09-14 06:03:14.594594596
70,3,North America,2021-09-15 08:20:10.810810812
32,1,Europe,2021-09-16 10:37:07.027027028
68,8,North America,2021-09-17 12:54:03.243243244
55,3,Asia,2021-09-18 15:10:59.459459460
75,2,North America,2021-09-19 17:27:55.675675676
56,1,North America,2021-09-20 19:44:51.891891892
17,3,Asia,2021-09-21 22:01:48.108108108
38,2,Europe,2021-09-23 00:18:44.324324324
24,2,Europe,2021-09-24 02:35:40.540540540
69,6,North America,2021-09-25 04:52:36.756756756
98,1,Asia,2021-09-26 07:09:32.972972972
70,2,Europe,2021-09-27 09:26:29.189189188
86,6,North America,2021-09-28 11:43:25.405405408
11,3,Asia,2021-09-29 14:00:21.621621624
16,4,Europe,2021-09-30 16:17:17.837837840
97,1,Europe,2021-10-01 18:34:14.054054056
73,8,Asia,2021-10-02 20:51:10.270270272
59,7,Asia,2021-10-03 23:08:06.486486488
70,7,Asia,2021-10-05 01:25:02.702702704
80,3,Asia,2021-10-06 03:41:58.918918920
93,3,North America,2021-10-07 05:58:55.135135136
3,2,Asia,2021-10-08 08:15:51.351351352
20,1,Europe,2021-10-09 10:32:47.567567568
59,7,Europe,2021-10-10 12:49:43.783783784
36,7,North America,2021-10-11 15:06:40.000000000
19,2,Europe,2021-10-12 17:23:36.216216216
90,7,Europe,2021-10-13 19:40:32.432432432
67,8,Asia,2021-10-14 21:57:28.648648648
19,1,Europe,2021-10-16 00:14:24.864864864
20,9,North America,2021-10-17 02:31:21.081081080
96,7,Asia,2021-10-18 04:48:17.297297296
71,3,Asia,2021-10-19 07:05:13.513513516
52,8,North America,2021-10-20 09:22:09.729729732
33,7,Asia,2021-10-21 11:39:05.945945948
40,8,Asia,2021-10-22 13:56:02.162162164
39,6,North America,2021-10-23 16:12:58.378378380
82,9,Asia,2021-10-24 18:29:54.594594596
1,5,North America,2021-10-25 20:46:50.810810812
11,3,North America,2021-10-26 23:03:47.027027028
92,3,Europe,2021-10-28 01:20:43.243243244
57,1,Europe,2021-10-29 03:37:39.459459460
89,8,Asia,2021-10-30 05:54:35.675675676
50,2,Asia,2021-10-31 08:11:31.891891892
23,3,North America,2021-11-01 10:28:28.108108108
31,8,Asia,2021-11-02 12:45:24.324324324
94,8,North America,2021-11-03 15:02:20.540540540
42,4,North America,2021-11-04 17:19:16.756756756
99,4,Asia,2021-11-05 19:36:12.972972972
7,5,North America,2021-11-06 21:53:09.189189188
16,6,Europe,2021-11-08 00:10:05.405405408
90,5,Asia,2021-11-09 02:27:01.621621624
60,7,Europe,2021-11-10 04:43:57.837837840
2,2,Asia,2021-11-11 07:00:54.054054056
1,7,North America,2021-11-12 09:17:50.270270272
48,7,Asia,2021-11-13 11:34:46.486486488
12,1,Europe,2021-11-14 13:51:42.702702704
69,7,North America,2021-11-15 16:08:38.918918920
37,5,Asia,2021-11-16 18:25:35.135135136
32,3,Asia,2021-11-17 20:42:31.351351352
9,3,Asia,2021-11-18 22:59:27.567567568
99,4,Europe,2021-11-20 01:16:23.783783784
19,2,Europe,2021-11-21 03:33:20.000000000
48,2,Asia,2021-11-22 05:50:16.216216216
80,1,North America,2021-11-23 08:07:12.432432432
3,5,North America,2021-11-24 10:24:08.648648648
20,4,Europe,2021-11-25 12:41:04.864864864
24,2,North America,2021-11-26 14:58:01.081081080
54,3,Europe,2021-11-27 17:14:57.297297300
33,7,Asia,2021-11-28 19:31:53.513513516
24,7,Europe,2021-11-29 21:48:49.729729732
75,4,Europe,2021-12-01 00:05:45.945945948
72,5,Asia,2021-12-02 02:22:42.162162164
36,5,North America,2021-12-03 04:39:38.378378380
38,6,Europe,2021-12-04 06:56:34.594594596
84,9,Europe,2021-12-05 09:13:30.810810812
99,2,Asia,2021-12-06 11:30:27.027027028
89,5,North America,2021-12-07 13:47:23.243243244
99,3,Europe,2021-12-08 16:04:19.459459460
25,4,Asia,2021-12-09 18:21:15.675675676
93,6,Europe,2021-12-10 20:38:11.891891892
18,8,Asia,2021-12-11 22:55:08.108108108
82,1,North America,2021-12-13 01:12:04.324324324
66,8,North America,2021-12-14 03:29:00.540540540
54,7,North America,2021-12-15 05:45:56.756756756
35,1,North America,2021-12-16 08:02:52.972972972
80,2,Europe,2021-12-17 10:19:49.189189192
61,3,Europe,2021-12-18 12:36:45.405405408
41,1,North America,2021-12-19 14:53:41.621621624
33,9,North America,2021-12-20 17:10:37.837837840
68,8,North America,2021-12-21 19:27:34.054054056
33,2,Europe,2021-12-22 21:44:30.270270272
14,9,North America,2021-12-24 00:01:26.486486488
21,7,North America,2021-12-25 02:18:22.702702704
48,9,North America,2021-12-26 04:35:18.918918920
20,6,Asia,2021-12-27 06:52:15.135135136
8,6,North America,2021-12-28 09:09:11.351351352
7,4,Asia,2021-12-29 11:26:07.567567568
67,2,Asia,2021-12-30 13:43:03.783783784
17,7,North America,2021-12-31 16:00:00.000000000
33,5,Asia,2022-01-01 18:16:56.216216216
48,6,North America,2022-01-02 20:33:52.432432432
76,2,Europe,2022-01-03 22:50:48.648648648
59,5,Europe,2022-01-05 01:07:44.864864864
86,4,Europe,2022-01-06 03:24:41.081081080
22,9,Europe,2022-01-07 05:41:37.297297300
30,6,Asia,2022-01-08 07:58:33.513513516
38,2,North America,2022-01-09 10:15:29.729729732
51,1,North America,2022-01-10 12:32:25.945945948
54,5,North America,2022-01-11 14:49:22.162162164
8,9,Europe,2022-01-12 17:06:18.378378380
27,6,Europe,2022-01-13 19:23:14.594594596
27,7,North America,2022-01-14 21:40:10.810810812
98,5,Europe,2022-01-15 23:57:07.027027028
21,6,North America,2022-01-17 02:14:03.243243244
30,5,North America,2022-01-18 04:30:59.459459460
97,9,North America,2022-01-19 06:47:55.675675676
28,6,North America,2022-01-20 09:04:51.891891892
64,8,North America,2022-01-21 11:21:48.108108108
97,2,North America,2022-01-22 13:38:44.324324324
69,9,North America,2022-01-23 15:55:40.540540540
61,5,Europe,2022-01-24 18:12:36.756756756
48,7,North America,2022-01-25 20:29:32.972972972
19,1,North America,2022-01-26 22:46:29.189189192
4,5,Europe,2022-01-28 01:03:25.405405408
35,2,Europe,2022-01-29 03:20:21.621621624
64,6,Europe,2022-01-30 05:37:17.837837840
49,1,North America,2022-01-31 07:54:14.054054056
17,3,Asia,2022-02-01 10:11:10.270270272
44,5,Asia,2022-02-02 12:28:06.486486488
92,4,Europe,2022-02-03 14:45:02.702702704
30,3,Asia,2022-02-04 17:01:58.918918920
93,5,Europe,2022-02-05 19:18:55.135135136
46,8,North America,2022-02-06 21:35:51.351351352
6,4,Asia,2022-02-07 23:52:47.567567568
99,1,North America,2022-02-09 02:09:43.783783784
37,7,Asia,2022-02-10 04:26:40.000000000
24,8,North America,2022-02-11 06:43:36.216216216
93,3,Asia,2022-02-12 09:00:32.432432432
46,6,North America,2022-02-13 11:17:28.648648648
53,2,North America,2022-02-14 13:34:24.864864864
95,7,Asia,2022-02-15 15:51:21.081081084
99,8,North America,2022-02-16 18:08:17.297297300
60,6,North America,2022-02-17 20:25:13.513513516
97,6,North America,2022-02-18 22:42:09.729729732
63,5,Asia,2022-02-20 00:59:05.945945948
85,8,Asia,2022-02-21 03:16:02.162162164
32,1,North America,2022-02-22 05:32:58.378378376
87,4,North America,2022-02-23 07:49:54.594594592
33,4,Asia,2022-02-24 10:06:50.810810808
67,3,Asia,2022-02-25 12:23:47.027027024
18,3,North America,2022-02-26 14:40:43.243243248
25,4,North America,2022-02-27 16:57:39.459459464
95,1,North America,2022-02-28 19:14:35.675675680
54,2,Europe,2022-03-01 21:31:31.891891896
58,9,Asia,2022-03-02 23:48:28.108108112
67,2,Europe,2022-03-04 02:05:24.324324328
46,5,Asia,2022-03-05 04:22:20.540540544
24,9,Asia,2022-03-06 06:39:16.756756760
32,9,Asia,2022-03-07 08:56:12.972972976
47,8,Asia,2022-03-08 11:13:09.189189192
86,1,Asia,2022-03-09 13:30:05.405405408
23,1,Asia,2022-03-10 15:47:01.621621624
66,9,Asia,2022-03-11 18:03:57.837837840
27,8,Europe,2022-03-12 20:20:54.054054056
2,9,North America,2022-03-13 22:37:50.270270272
90,7,North America,2022-03-15 00:54:46.486486488
17,3,Europe,2022-03-16 03:11:42.702702704
33,3,Europe,2022-03-17 05:28:38.918918920
9,2,Europe,2022-03-18 07:45:35.135135136
43,5,Europe,2022-03-19 10:02:31.351351352
48,3,Asia,2022-03-20 12:19:27.567567568
39,6,North America,2022-03-21 14:36:23.783783784
93,2,Asia,2022-03-22 16:53:20.000000000
42,3,North America,2022-03-23 19:10:16.216216216
26,5,North America,2022-03-24 21:27:12.432432432
99,1,Europe,2022-03-25 23:44:08.648648648
50,1,Asia,2022-03-27 02:01:04.864864864
25,9,Europe,2022-03-28 04:18:01.081081080
24,7,Asia,2022-03-29 06:34:57.297297296
13,1,North America,2022-03-30 08:51:53.513513512
60,8,Europe,2022-03-31 11:08:49.729729728
7,3,Europe,2022-04-01 13:25:45.945945944
57,8,North America,2022-04-02 15:42:42.162162160
36,5,North America,2022-04-03 17:59:38.378378376
45,1,North America,2022-04-04 20:16:34.594594592
20,7,Europe,2022-04-05 22:33:30.810810808
65,5,Asia,2022-04-07 00:50:27.027027032
8,6,Europe,2022-04-08 03:07:23.243243248
16,6,Asia,2022-04-09 05:24:19.459459464
14,8,Europe,2022-04-10 07:41:15.675675680
76,9,Europe,2022-04-11 09:58:11.891891896
87,2,North America,2022-04-12 12:15:08.108108112
15,9,Asia,2022-04-13 14:32:04.324324328
92,9,Europe,2022-04-14 16:49:00.540540544
98,7,Europe,2022-04-15 19:05:56.756756760
66,1,North America,2022-04-16 21:22:52.972972976
32,7,North America,2022-04-17 23:39:49.189189192
87,5,Asia,2022-04-19 01:56:45.405405408
63,6,Europe,2022-04-20 04:13:41.621621624
86,7,Asia,2022-04-21 06:30:37.837837840
51,5,Europe,2022-04-22 08:47:34.054054056
25,7,Asia,2022-04-23 11:04:30.270270272
58,9,North America,2022-04-24 13:21:26.486486488
63,3,Europe,2022-04-25 15:38:22.702702704
62,8,Asia,2022-04-26 17:55:18.918918920
22,2,North America,2022-04-27 20:12:15.135135136
58,7,North America,2022-04-28 22:29:11.351351352
58,2,Asia,2022-04-30 00:46:07.567567568
86,4,Europe,2022-05-01 03:03:03.783783784
49,7,Europe,2022-05-02 05:20:00.000000000
52,3,North America,2022-05-03 07:36:56.216216216
42,2,Europe,2022-05-04 09:53:52.432432432
70,7,Europe,2022-05-05 12:10:48.648648648
15,1,Europe,2022-05-06 14:27:44.864864864
54,8,North America,2022-05-07 16:44:41.081081080
60,3,Asia,2022-05-08 19:01:37.297297296
97,2,Europe,2022-05-09 21:18:33.513513512
8,3,North America,2022-05-10 23:35:29.729729728
53,5,North America,2022-05-12 01:52:25.945945944
60,8,Asia,2022-05-13 04:09:22.162162160
5,7,Europe,2022-05-14 06:26:18.378378376
68,7,Europe,2022-05-15 08:43:14.594594592
6,7,Asia,2022-05-16 11:00:10.810810808
96,8,Asia,2022-05-17 13:17:07.027027032
94,1,North America,2022-05-18 15:34:03.243243248
47,4,North America,2022-05-19 17:50:59.459459464
99,6,Asia,2022-05-20 20:07:55.675675680
55,9,Europe,2022-05-21 22:24:51.891891896
40,2,North America,2022-05-23 00:41:48.108108112
52,1,North America,2022-05-24 02:58:44.324324328
16,2,Europe,2022-05-25 05:15:40.540540544
13,7,North America,2022-05-26 07:32:36.756756760
30,3,Europe,2022-05-27 09:49:32.972972976
19,2,Europe,2022-05-28 12:06:29.189189192
17,7,Europe,2022-05-29 14:23:25.405405408
63,2,Asia,2022-05-30 16:40:21.621621624
19,3,Asia,2022-05-31 18:57:17.837837840
92,7,Asia,2022-06-01 21:14:14.054054056
58,4,Europe,2022-06-02 23:31:10.270270272
55,1,Europe,2022-06-04 01:48:06.486486488
90,5,Asia,2022-06-05 04:05:02.702702704
90,9,North America,2022-06-06 06:21:58.918918920
62,8,Europe,2022-06-07 08:38:55.135135136
23,9,North America,2022-06-08 10:55:51.351351352
9,9,North America,2022-06-09 13:12:47.567567568
12,7,Europe,2022-06-10 15:29:43.783783784
1,4,Europe,2022-06-11 17:46:40.000000000
58,5,North America,2022-06-12 20:03:36.216216216
1,1,North America,2022-06-13 22:20:32.432432432
34,1,Asia,2022-06-15 00:37:28.648648648
96,3,Asia,2022-06-16 02:54:24.864864864
48,8,Europe,2022-06-17 05:11:21.081081080
89,2,Asia,2022-06-18 07:28:17.297297296
1,4,Asia,2022-06-19 09:45:13.513513512
16,2,Asia,2022-06-20 12:02:09.729729728
61,5,Asia,2022-06-21 14:19:05.945945944
64,9,North America,2022-06-22 16:36:02.162162160
63,1,Europe,2022-06-23 18:52:58.378378376
69,5,Asia,2022-06-24 21:09:54.594594592
22,9,North America,2022-06-25 23:26:50.810810816
93,1,North America,2022-06-27 01:43:47.027027032
67,9,North America,2022-06-28 04:00:43.243243248
76,8,Asia,2022-06-29 06:17:39.459459464
26,4,Asia,2022-06-30 08:34:35.675675680
16,5,Europe,2022-07-01 10:51:31.891891896
51,5,Asia,2022-07-02 13:08:28.108108112
86,6,Asia,2022-07-03 15:25:24.324324328
57,7,North America,2022-07-04 17:42:20.540540544
29,8,Europe,2022-07-05 19:59:16.756756760
78,8,Asia,2022-07-06 22:16:12.972972976
92,2,Asia,2022-07-08 00:33:09.189189192
69,9,North America,2022-07-09 02:50:05.405405408
47,7,North America,2022-07-10 05:07:01.621621624
94,4,Asia,2022-07-11 07:23:57.837837840
62,4,Europe,2022-07-12 09:40:54.054054056
69,8,Europe,2022-07-13 11:57:50.270270272
76,4,North America,2022-07-14 14:14:46.486486488
16,6,North America,2022-07-15 16:31:42.702702704
90,5,Asia,2022-07-16 18:48:38.918918920
90,3,North America,2022-07-17 21:05:35.135135136
48,2,Asia,2022-07-18 23:22:31.351351352
85,9,Europe,2022-07-20 01:39:27.567567568
39,9,Europe,2022-07-21 03:56:23.783783784
33,1,Asia,2022-07-22 06:13:20.000000000
94,3,North America,2022-07-23 08:30:16.216216216
23,8,Europe,2022-07-24 10:47:12.432432432
10,6,North America,2022-07-25 13:04:08.648648648
69,5,Europe,2022-07-26 15:21:04.864864864
34,5,Asia,2022-07-27 17:38:01.081081080
52,6,Asia,2022-07-28 19:54:57.297297296
95,7,Asia,2022-07-29 22:11:53.513513512
10,1,Europe,2022-07-31 00:28:49.729729728
19,9,North America,2022-08-01 02:45:45.945945944
58,3,North America,2022-08-02 05:02:42.162162160
96,4,North America,2022-08-03 07:19:38.378378376
1,1,Europe,2022-08-04 09:36:34.594594592
69,3,Europe,2022-08-05 11:53:30.810810816
4,2,Europe,2022-08-06 14:10:27.027027032
16,2,Europe,2022-08-07 16:27:23.243243248
24,1,Europe,2022-08-08 18:44:19.459459464
80,8,North America,2022-08-09 21:01:15.675675680
2,3,Europe,2022-08-10 23:18:11.891891896
92,3,Europe,2022-08-12 01:35:08.108108112
32,6,North America,2022-08-13 03:52:04.324324328
91,8,Europe,2022-08-14 06:09:00.540540544
84,9,North America,2022-08-15 08:25:56.756756760
24,9,North America,2022-08-16 10:42:52.972972976
12,4,Asia,2022-08-17 12:59:49.189189192
50,5,Asia,2022-08-18 15:16:45.405405408
35,2,Asia,2022-08-19 17:33:41.621621624
33,9,Asia,2022-08-20 19:50:37.837837840
33,8,Europe,2022-08-21 22:07:34.054054056
61,3,Asia,2022-08-23 00:24:30.270270272
51,9,North America,2022-08-24 02:41:26.486486488
43,3,Europe,2022-08-25 04:58:22.702702704
12,9,Asia,2022-08-26 07:15:18.918918920
67,2,North America,2022-08-27 09:32:15.135135136
65,9,Europe,2022-08-28 11:49:11.351351352
33,8,Europe,2022-08-29 14:06:07.567567568
40,9,Asia,2022-08-30 16:23:03.783783784
74,5,Europe,2022-08-31 18:40:00.000000000
43,2,North America,2022-09-01 20:56:56.216216216
44,8,Europe,2022-09-02 23:13:52.432432432
29,6,North America,2022-09-04 01:30:48.648648648
13,8,Europe,2022-09-05 03:47:44.864864864
12,5,Asia,2022-09-06 06:04:41.081081080
95,2,North America,2022-09-07 08:21:37.297297296
46,6,Europe,2022-09-08 10:38:33.513513512
2,5,Europe,2022-09-09 12:55:29.729729728
35,5,Europe,2022-09-10 15:12:25.945945944
87,1,North America,2022-09-11 17:29:22.162162160
